Simulated Annealing
---------------------------------
SA: initial_temp, cooling_rate, num_iterations, avg, best, train_time
MI, samples, keep, num_iterations, avg,best, train_time
100,20,100,82.0,84.0,420
100,40,100,82.0,87.0,503
100,60,100,62.0,83.0,597
100,80,100,35.0,73.0,1051
150,20,100,87.66666666666667,91.0,364
150,40,100,76.66666666666667,78.0,444
150,60,100,85.33333333333333,97.0,540
150,80,100,80.33333333333333,83.0,665
200,20,100,90.33333333333333,98.0,475
200,40,100,80.33333333333333,87.0,511
200,60,100,92.0,99.0,613
200,80,100,78.0,80.0,724
250,20,100,86.0,94.0,466
250,40,100,83.66666666666667,85.0,551
250,60,100,89.66666666666667,95.0,613
250,80,100,82.66666666666667,97.0,862
100,20,200,88.0,91.0,658
100,40,200,59.666666666666664,84.0,866
100,60,200,53.666666666666664,79.0,1026
100,80,200,55.333333333333336,79.0,1344
150,20,200,90.66666666666667,96.0,698
